App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Review_group
WhatsCall Free Global Phone Call App & Cheap Calls,COMMUNICATION,1.0,1130966,27M,"10,000,000+",Free,0,Everyone,Communication,"June 6, 2018",1.9.1.013,4.0 and up,"[26432,max)"
UC Browser - Fast Download Private & Secure,COMMUNICATION,1.0,17712922,40M,"500,000,000+",Free,0,Teen,Communication,"August 2, 2018",12.8.5.1121,4.0 and up,"[26432,max)"
Car Racing game for Kids - Beepzz Dogs 🐕,FAMILY,1.0,131,48M,"100,000+",Free,0,Everyone,Racing;Action & Adventure,"June 13, 2018",1.1.1,4.2 and up,"[23,889)"
Minion Rush: Despicable Me Official Game,GAME,1.0,10216538,Varies with device,"100,000,000+",Free,0,Everyone 10+,Casual;Action & Adventure,"July 12, 2018",Varies with device,Varies with device,"[26432,max)"
V-CUBE Seminar Mobile,BUSINESS,1.0,542,30M,"100,000+",Free,0,Everyone,Business,"April 17, 2018",1.23.0,4.0 and up,"[23,889)"
EF English Live for phone,FAMILY,0.0,2210,15M,"100,000+",Free,0,Everyone,Education,"July 24, 2018",3.1.0,5.0 and up,"[889,26432)"
AI Draw | Art Filter for Selfie,PHOTOGRAPHY,0.0,20,4.3M,"1,000+",Paid,$2.99,Everyone,Photography,"June 18, 2018",1.4.7,5.0 and up,"[0,23)"
El Nueve,NEWS_AND_MAGAZINES,1.0,221,3.2M,"50,000+",Free,0,Teen,News & Magazines,"October 16, 2017",1.1.3,4.0.3 and up,"[23,889)"
Fort Myers FL,PRODUCTIVITY,1.0,0,22M,100+,Free,0,Everyone,Productivity,"September 17, 2015",2.4.0,4.1 and up,"[0,23)"
DJMAX TECHNIKA Q - Music Game,GAME,1.0,21107,95M,"100,000+",Free,0,Everyone,Music,"July 30, 2018",1.2.1,4.0.3 and up,"[889,26432)"
Šmelina .cz inzeráty inzerce,SHOPPING,0.0,117,9.8M,"10,000+",Free,0,Everyone,Shopping,"May 13, 2018",1.3,4.0 and up,"[23,889)"
"Eve Period Tracker - Love, Sex & Relationships App",HEALTH_AND_FITNESS,1.0,20326,28M,"1,000,000+",Free,0,Teen,Health & Fitness,"August 4, 2018",2.9.18,4.1 and up,"[889,26432)"
Diabetes:M,MEDICAL,1.0,15545,Varies with device,"100,000+",Free,0,Everyone,Medical,"August 1, 2018",6.1.3,Varies with device,"[889,26432)"
MommyMeds,MEDICAL,0.0,45,21M,"5,000+",Paid,$3.99,Everyone,Medical,"November 15, 2017",2.0.1,6.0 and up,"[23,889)"
AJ Turquoise Dark Icon Pack,PERSONALIZATION,1.0,0,32M,10+,Paid,$0.99,Everyone,Personalization,"May 1, 2018",1.1,4.1 and up,"[0,23)"
Hey AJ! It's Bedtime!,FAMILY,1.0,1,63M,10+,Paid,$4.99,Everyone,Education,"April 4, 2018",1.0.59,2.3 and up,"[0,23)"
CL-App,MEDICAL,1.0,6,5.2M,100+,Free,0,Everyone,Medical,"February 17, 2017",1.1,4.0 and up,"[0,23)"
OBJECTIVE,VIDEO_PLAYERS,0.0,19738,33M,"1,000,000+",Free,0,Teen,Video Players & Editors,"August 7, 2018",9.7.6,4.0 and up,"[889,26432)"
Johny Johny Yes Papa Nursery Rhyme - offline Video,PARENTING,1.0,806,11M,"500,000+",Free,0,Everyone,Parenting,"August 4, 2018",4.2,4.0.3 and up,"[23,889)"
Picture Grid Builder,PHOTOGRAPHY,0.0,33439,3.9M,"5,000,000+",Free,0,Everyone,Photography,"July 18, 2016",3.2,2.3.3 and up,"[26432,max)"
Exchange Bank - EB Mobile,FINANCE,1.0,8,31M,"1,000+",Free,0,Everyone,Finance,"May 2, 2018",18.1.79,5.0 and up,"[0,23)"
Learn C# - .Net - C Sharp Programming Tutorial App,FAMILY,0.0,1320,8.6M,"100,000+",Free,0,Everyone,Education,"June 3, 2018",4.1.0,4.1 and up,"[889,26432)"
Thumbnail Maker,PHOTOGRAPHY,1.0,26252,24M,"1,000,000+",Free,0,Everyone,Photography,"May 26, 2018",1.7,4.2 and up,"[889,26432)"
Masha and the Bear. Educational Games,FAMILY,1.0,46369,33M,"10,000,000+",Free,0,Everyone,Educational;Brain Games,"July 13, 2018",2.3,4.0.3 and up,"[26432,max)"
Dr. Parking 4,GAME,1.0,475369,13M,"50,000,000+",Free,0,Everyone,Racing,"March 6, 2018",1.14,4.0.3 and up,"[26432,max)"
Postmates Food Delivery: Order Eats & Alcohol,FOOD_AND_DRINK,0.0,22875,22M,"1,000,000+",Free,0,Everyone,Food & Drink,"July 27, 2018",4.2.6,5.0 and up,"[889,26432)"
DN Managed Mobility App,BUSINESS,1.0,0,3.4M,50+,Free,0,Everyone,Business,"July 13, 2018",2.1.2,5.0 and up,"[0,23)"
Cars Coloring Pages,EDUCATION,1.0,1090,49M,"1,000,000+",Free,0,Everyone,Education;Creativity,"February 3, 2018",1.2.0,4.0 and up,"[889,26432)"
Wherever BQ,TRAVEL_AND_LOCAL,1.0,7,18M,50+,Free,0,Teen,Travel & Local,"September 5, 2017",5.63.0,4.0.3 and up,"[0,23)"
Loreal - BA Makeup,TOOLS,0.0,8,6.7M,"1,000+",Free,0,Everyone,Tools,"April 18, 2018",1.1.1,4.0.3 and up,"[0,23)"
E.F.JUVENTUD MADRID,SPORTS,1.0,3,5.3M,100+,Free,0,Everyone,Sports,"July 13, 2017",1.1,4.0.3 and up,"[0,23)"
IMDb Movies & TV,ENTERTAINMENT,1.0,501498,12M,"100,000,000+",Free,0,Teen,Entertainment,"July 26, 2018",Varies with device,Varies with device,"[26432,max)"
Bo's Bedtime Story,FAMILY,1.0,13,23M,"1,000+",Paid,$2.49,Everyone,Education;Pretend Play,"December 25, 2017",2.6,4.0.3 and up,"[0,23)"
"GolfNow: Tee Time Deals at Golf Courses, Golf GPS",SPORTS,1.0,26102,Varies with device,"1,000,000+",Free,0,Everyone,Sports,"May 3, 2018",Varies with device,Varies with device,"[889,26432)"
Regal Cinemas,ENTERTAINMENT,1.0,32732,Varies with device,"1,000,000+",Free,0,Everyone,Entertainment,"July 19, 2018",Varies with device,Varies with device,"[26432,max)"
J.ME Fly,FAMILY,0.0,28,98M,"1,000+",Free,0,Everyone,Entertainment,"May 31, 2018",0.4.4,4.4 and up,"[23,889)"
CT POSITIONING,MEDICAL,1.0,18,9.3M,"5,000+",Free,0,Everyone,Medical,"March 10, 2018",2.0,4.0.3 and up,"[0,23)"
Mummatikabalkuragi,EVENTS,1.0,69,334k,"1,000+",Free,0,Teen,Events,"July 22, 2018",1.0,4.0 and up,"[23,889)"
Eternal Light AG,SOCIAL,1.0,30,13M,100+,Free,0,Teen,Social,"May 19, 2018",1.04,4.0.3 and up,"[23,889)"
Al-Quran (Free),BOOKS_AND_REFERENCE,1.0,218451,4.7M,"10,000,000+",Free,0,Everyone,Books & Reference,"May 20, 2018",3.2.3,4.0 and up,"[26432,max)"
3G DZ Configuration,COMMUNICATION,1.0,488,2.5M,"50,000+",Free,0,Everyone,Communication,"November 19, 2015",6.2.3,3.0 and up,"[23,889)"
Theme Android P for LG G7 & V35,PERSONALIZATION,1.0,5,4.5M,100+,Paid,$1.49,Everyone,Personalization,"July 7, 2018",1.1,8.0 and up,"[0,23)"
Baby Monitor,PARENTING,1.0,5343,5.2M,"1,000,000+",Free,0,Everyone,Parenting,"March 30, 2018",2.1.1,4.1 and up,"[889,26432)"
Soccer 2018,SPORTS,0.0,172373,47M,"10,000,000+",Free,0,Everyone,Sports,"July 12, 2018",1.3,4.3 and up,"[26432,max)"
BackCountry Navigator TOPO GPS PRO,MAPS_AND_NAVIGATION,1.0,6230,Varies with device,"100,000+",Paid,$11.99,Everyone,Maps & Navigation,"August 3, 2018",Varies with device,Varies with device,"[889,26432)"
5 Minute Clinical Consult 2019 - #1 for 25 years,MEDICAL,1.0,33,8.0M,"10,000+",Free,0,Everyone,Medical,"May 2, 2018",2.6.2,4.2 and up,"[23,889)"
Pocket Little Pony,FAMILY,1.0,47576,14M,"1,000,000+",Free,0,Everyone 10+,Simulation,"March 1, 2017",1.95,4.0 and up,"[26432,max)"
Business Dictionary,BUSINESS,1.0,5988,Varies with device,"500,000+",Free,0,Everyone,Business,"May 16, 2016",Varies with device,Varies with device,"[889,26432)"
FJ WiFi HDD,TOOLS,1.0,40,2.4M,"5,000+",Free,0,Everyone,Tools,"October 31, 2017",1.0.5,2.1 and up,"[23,889)"
MORTAL KOMBAT X,GAME,1.0,3039889,18M,"10,000,000+",Free,0,Mature 17+,Action,"June 27, 2018",1.18.2,4.0 and up,"[26432,max)"
Youper - AI Therapy,MEDICAL,1.0,2006,69M,"50,000+",Free,0,Everyone,Medical,"August 3, 2018",6.02.000,6.0 and up,"[889,26432)"
Pregnancy Week By Week,MEDICAL,1.0,78825,11M,"1,000,000+",Free,0,Everyone,Medical,"August 2, 2018",1.2.16,4.1 and up,"[26432,max)"
FK Macva Sabac,SPORTS,1.0,3,26M,10+,Free,0,Everyone,Sports,"February 19, 2018",1.0,4.1 and up,"[0,23)"
Navigator PRO - GPS Navigation with Offline Maps,TRAVEL_AND_LOCAL,0.0,892,70M,"50,000+",Paid,$2.49,Everyone,Travel & Local,"August 1, 2018",1.08,4.0 and up,"[889,26432)"
El Laberinto del Demonio 2,FAMILY,1.0,3654,25M,"100,000+",Free,0,Teen,Puzzle,"April 14, 2017",1.0.1,4.0 and up,"[889,26432)"
Voxel - 3D Color by Number & Pixel Coloring Book,GAME,1.0,62561,53M,"1,000,000+",Free,0,Everyone,Board,"July 31, 2018",2.4.11,4.1 and up,"[26432,max)"
DM 24/7,TOOLS,0.0,7,16M,"1,000+",Free,0,Everyone,Tools,"August 1, 2018",2.3,2.3.3 and up,"[0,23)"
Sherbourne AH,MEDICAL,1.0,1,29M,50+,Free,0,Everyone,Medical,"February 27, 2018",300000.0.98,4.0.3 and up,"[0,23)"
MX Player Codec (ARMv7),LIBRARIES_AND_DEMO,1.0,332083,6.3M,"10,000,000+",Free,0,Everyone,Libraries & Demo,"April 23, 2018",1.9.19,4.0 and up,"[26432,max)"
AK Blackjack,GAME,1.0,4,7.6M,"1,000+",Free,0,Teen,Card,"July 30, 2018",1.3,4.1 and up,"[0,23)"
Dating for 50 plus Mature Singles – FINALLY,DATING,1.0,13046,13M,"500,000+",Free,0,Mature 17+,Dating,"July 31, 2018",4.17.2,4.1 and up,"[889,26432)"
TAXLANDIA,FAMILY,0.0,141,65M,"1,000+",Free,0,Everyone,Educational,"March 6, 2018",1.8.2,4.3 and up,"[23,889)"
Launcher Theme for LG K10 2018,PERSONALIZATION,0.0,649,11M,"100,000+",Free,0,Everyone,Personalization,"March 30, 2017",1.0,2.3.3 and up,"[23,889)"
Cheapflights – Flight Search,TRAVEL_AND_LOCAL,1.0,47780,19M,"5,000,000+",Free,0,Everyone,Travel & Local,"July 31, 2018",Varies with device,Varies with device,"[26432,max)"
Deck Builder & Analyzer for CR,FAMILY,0.0,52,9.8M,"5,000+",Free,0,Everyone,Entertainment,"May 4, 2017",1.0,4.0.3 and up,"[23,889)"
BM Physiotherapy Clinic,HEALTH_AND_FITNESS,1.0,3,9.3M,100+,Free,0,Everyone,Health & Fitness,"October 9, 2017",0.0.1,4.1 and up,"[0,23)"
Employ Florida Mobile,BUSINESS,0.0,97,9.9M,"10,000+",Free,0,Everyone,Business,"June 13, 2018",4.5.9,4.0.3 and up,"[23,889)"
Pocket RxTx Pro,PRODUCTIVITY,1.0,253,Varies with device,"5,000+",Paid,$3.99,Everyone,Productivity,"March 4, 2018",Varies with device,Varies with device,"[23,889)"
CI Time,PRODUCTIVITY,1.0,4,2.5M,100+,Free,0,Everyone,Productivity,"March 17, 2017",1.2.392,4.0 and up,"[0,23)"
Crew - Free Messaging and Scheduling,BUSINESS,1.0,4159,48M,"500,000+",Free,0,Everyone,Business,"July 20, 2018",6.1.2,4.0.3 and up,"[889,26432)"
WIFI WPS WPA TESTER,TOOLS,1.0,352097,6.7M,"10,000,000+",Free,0,Everyone,Tools,"June 12, 2018",3.8.5,4.0 and up,"[26432,max)"
Children's cartoons (Mithu-Mina-Raju),COMICS,1.0,279,3.3M,"100,000+",Free,0,Everyone,Comics,"December 18, 2017",1.6,4.0 and up,"[23,889)"
Florida Keys,TRAVEL_AND_LOCAL,1.0,92,20M,"10,000+",Free,0,Everyone,Travel & Local,"April 6, 2017",4.1,4.0.3 and up,"[23,889)"
"Mobizen Screen Recorder - Record, Capture, Edit",PRODUCTIVITY,1.0,1827212,Varies with device,"50,000,000+",Free,0,Everyone,Productivity,"July 31, 2018",3.6.0.28,4.4 and up,"[26432,max)"
Fast Notes FJ,PRODUCTIVITY,1.0,12,2.2M,500+,Free,0,Everyone,Productivity,"August 12, 2014",8.0.0,2.2 and up,"[0,23)"
DN Reader,NEWS_AND_MAGAZINES,1.0,18,1.8M,100+,Free,0,Everyone,News & Magazines,"March 13, 2014",1.0,4.0 and up,"[0,23)"
Car Driving Theory Test BC,FAMILY,1.0,0,2.2M,10+,Paid,$1.49,Everyone,Education,"April 9, 2012",1.0,2.1 and up,"[0,23)"
Shooting King,GAME,1.0,257724,69M,"10,000,000+",Free,0,Everyone 10+,Sports,"May 25, 2018",1.4.2,4.0.3 and up,"[26432,max)"
Jetting for Honda CR dirt bike,SPORTS,1.0,7,3.4M,100+,Paid,$3.49,Everyone,Sports,"April 13, 2016",2.2,3.0 and up,"[0,23)"
Interactive CT and MRI Anatomy,MEDICAL,0.0,35,24M,"1,000+",Paid,$15.46,Everyone,Medical,"May 27, 2015",2.0.3,2.2 and up,"[23,889)"
Wells Fargo Mobile,FINANCE,1.0,250706,37M,"10,000,000+",Free,0,Everyone,Finance,"July 31, 2018",6.8.0.109,5.0 and up,"[26432,max)"
Cookpad - FREE recipe search makes fun cooking · musical making!,FOOD_AND_DRINK,1.0,64784,13M,"10,000,000+",Free,0,Everyone,Food & Drink,"August 2, 2018",18.6.0.10,5.0 and up,"[26432,max)"
Female Daily,BEAUTY,0.0,4354,42M,"100,000+",Free,0,Teen,Beauty,"August 6, 2018",2.5.1,4.0.3 and up,"[889,26432)"
"Vietnam Today - Read online newspapers, the hottest news 24h",NEWS_AND_MAGAZINES,1.0,21147,9.0M,"5,000,000+",Free,0,Teen,News & Magazines,"August 6, 2018",2.2.1,4.0.3 and up,"[889,26432)"
Bell and Wyson Camera BW Pix +,LIFESTYLE,0.0,8,12M,"1,000+",Free,0,Everyone,Lifestyle,"November 14, 2016",2.0.18.23,2.3 and up,"[0,23)"
Avios for Android,TRAVEL_AND_LOCAL,0.0,862,30M,"100,000+",Free,0,Everyone,Travel & Local,"April 10, 2018",7.8.0,5.0 and up,"[23,889)"
CG Patwari Exam,FAMILY,0.0,28,4.1M,"1,000+",Free,0,Teen,Education,"October 23, 2017",7.2,2.3 and up,"[23,889)"
CA Speakers Free,LIFESTYLE,1.0,74,2.9M,"5,000+",Free,0,Teen,Lifestyle,"September 30, 2015",1.6,2.3.3 and up,"[23,889)"
أحداث وحقائق | خبر عاجل في اخبار العالم,NEWS_AND_MAGAZINES,1.0,311,14M,"5,000+",Free,0,Everyone 10+,News & Magazines,"July 15, 2018",2.9.19a,4.2 and up,"[23,889)"
BaBe + - Indonesian News,NEWS_AND_MAGAZINES,1.0,42624,16M,"1,000,000+",Free,0,Everyone 10+,News & Magazines,"August 1, 2018",6.6.4,4.0 and up,"[26432,max)"
Azar,COMMUNICATION,1.0,1092337,Varies with device,"50,000,000+",Free,0,Mature 17+,Communication,"July 24, 2018",Varies with device,Varies with device,"[26432,max)"
CATS: Crash Arena Turbo Stars,GAME,1.0,1559650,Varies with device,"50,000,000+",Free,0,Everyone,Action,"July 9, 2018",2.11.1,4.1 and up,"[26432,max)"
WGT Golf Game by Topgolf,SPORTS,1.0,148083,57M,"10,000,000+",Free,0,Everyone,Sports,"July 24, 2018",1.42.2,4.1 and up,"[26432,max)"
Currency Exchange DZ,FINANCE,1.0,4,2.5M,"1,000+",Free,0,Everyone,Finance,"November 10, 2016",1.0,2.3 and up,"[0,23)"
DS-20000S,PRODUCTIVITY,0.0,12,14M,"1,000+",Free,0,Everyone,Productivity,"August 3, 2018",1.2.2,4.1 and up,"[0,23)"
Simple Notepad,PRODUCTIVITY,1.0,12321,713k,"1,000,000+",Free,0,Everyone,Productivity,"December 25, 2016",2.0.1,2.3 and up,"[889,26432)"
BG-FLEET,TOOLS,1.0,0,1.8M,10+,Free,0,Everyone,Tools,"July 30, 2018",1.0,4.0.3 and up,"[0,23)"
DS cloud,TOOLS,0.0,4908,38M,"500,000+",Free,0,Everyone,Tools,"May 23, 2018",2.8.0,4.0 and up,"[889,26432)"
MyMo by GSB,FINANCE,1.0,21996,14M,"1,000,000+",Free,0,Everyone,Finance,"July 19, 2018",1.17.2,4.0.3 and up,"[889,26432)"
I am Rich,FINANCE,1.0,180,3.8M,"5,000+",Paid,$399.99,Everyone,Finance,"March 22, 2018",1.0,4.2 and up,"[23,889)"
Qserve EU MDR First Aid,BUSINESS,0.0,2,17M,100+,Free,0,Everyone,Business,"May 11, 2017",1.2.22,4.1 and up,"[0,23)"
Business Intelligence & Data,FAMILY,1.0,7,3.5M,"1,000+",Free,0,Everyone,Education,"July 26, 2016",1.0,2.0 and up,"[0,23)"
"Sweet Camera - Selfie Filters, Beauty Camera",PHOTOGRAPHY,1.0,233039,24M,"10,000,000+",Free,0,Everyone,Photography,"July 28, 2018",1.5.3,4.4 and up,"[26432,max)"
Ah! Bird,SPORTS,0.0,1689,5.7M,"100,000+",Free,0,Everyone,Sports,"August 29, 2017",1.5.062,4.3 and up,"[889,26432)"
Gps Route Finder,MAPS_AND_NAVIGATION,1.0,652,3.4M,"100,000+",Free,0,Everyone,Maps & Navigation,"May 26, 2018",116,4.1 and up,"[23,889)"
AH Lake Villa,MEDICAL,1.0,3,27M,100+,Free,0,Everyone,Medical,"April 22, 2017",300000.0.78,4.0.3 and up,"[0,23)"
Eversense,MEDICAL,1.0,3,17M,100+,Free,0,Everyone,Medical,"July 18, 2018",2.0.101,4.4 and up,"[0,23)"
Mindvalley U Tallinn 2018,EVENTS,1.0,1,21M,100+,Free,0,Everyone,Events,"July 3, 2018",1.0.5,4.4 and up,"[0,23)"
CW Seed,ENTERTAINMENT,1.0,16372,13M,"500,000+",Free,0,Teen,Entertainment,"July 18, 2018",1.16,4.4 and up,"[889,26432)"
Differential Dx,MEDICAL,0.0,8,Varies with device,500+,Paid,$3.99,Everyone,Medical,"January 19, 2018",Varies with device,Varies with device,"[0,23)"
Light X - Icon Pack,PERSONALIZATION,1.0,252,24M,"10,000+",Paid,$0.99,Everyone,Personalization,"June 13, 2018",1.6.1,4.1 and up,"[23,889)"
SIM Card Info,TOOLS,1.0,4234,1.9M,"1,000,000+",Free,0,Everyone,Tools,"May 25, 2018",5.3.9,4.0 and up,"[889,26432)"
CCP DZ : Fill out a check | Number in letters DZD,FINANCE,1.0,642,3.2M,"10,000+",Free,0,Everyone,Finance,"April 27, 2018",2018-04-27,4.0 and up,"[23,889)"
DSLR Blur Camera Auto Focus,TOOLS,0.0,75,4.7M,"10,000+",Free,0,Everyone,Tools,"June 7, 2018",1.3,4.0.3 and up,"[23,889)"
Offroad Car Q,FAMILY,1.0,24668,40M,"1,000,000+",Free,0,Everyone,Simulation,"August 4, 2016",1.0.2,2.3.3 and up,"[889,26432)"
Bi-Tank,GAME,1.0,12,18M,50+,Free,0,Everyone,Arcade,"July 31, 2017",Varies with device,4.1 and up,"[0,23)"
My Horse,FAMILY,1.0,1333338,8.7M,"10,000,000+",Free,0,Everyone,Casual,"May 23, 2018",1.34.1,2.3.3 and up,"[26432,max)"
Transformers Rescue Bots: Hero Adventures,FAMILY,1.0,41273,16M,"5,000,000+",Free,0,Everyone,Adventure;Action & Adventure,"July 5, 2018",1.5,4.1 and up,"[26432,max)"
CG Job Alerts,FAMILY,1.0,116,4.1M,"10,000+",Free,0,Everyone,Education,"September 11, 2017",7.2,2.3 and up,"[23,889)"
Commonwealth CU Go Mobile,FINANCE,1.0,231,18M,"10,000+",Free,0,Everyone,Finance,"September 15, 2017",4.4.47,4.0.3 and up,"[23,889)"
C I Patel School,FAMILY,1.0,101,5.1M,"1,000+",Free,0,Everyone,Education,"March 10, 2017",1.3,4.0 and up,"[23,889)"
Weather Live Pro,WEATHER,1.0,17493,11M,"100,000+",Paid,$4.49,Everyone,Weather,"April 20, 2018",1.3,4.4 and up,"[889,26432)"
MARCA - Diario Líder Deportivo,SPORTS,0.0,76340,14M,"5,000,000+",Free,0,Everyone,Sports,"July 25, 2018",6.3.3,4.1 and up,"[26432,max)"
DENVER ACTION CAM 3,PHOTOGRAPHY,0.0,66,8.9M,"10,000+",Free,0,Everyone,Photography,"November 16, 2016",1.0.2,2.2 and up,"[23,889)"
Thomas & Friends: Go Go Thomas,FAMILY,1.0,175625,16M,"10,000,000+",Free,0,Everyone,Racing;Action & Adventure,"November 22, 2017",1.4,4.1 and up,"[26432,max)"
Resume Builder - Curriculum Vitae & Resume Maker,BUSINESS,0.0,12,8.1M,"5,000+",Free,0,Everyone,Business,"June 7, 2018",1.9,4.0.3 and up,"[0,23)"
Height Converter feet-inch cm,TOOLS,1.0,498,597k,"100,000+",Free,0,Everyone,Tools,"October 22, 2013",1.0,2.2 and up,"[23,889)"
Family convenience store FamilyMart,LIFESTYLE,0.0,9663,19M,"1,000,000+",Free,0,Everyone,Lifestyle,"July 16, 2018",Version:6.97,4.4 and up,"[889,26432)"
HDWallpaper DK,PERSONALIZATION,1.0,0,6.6M,10+,Free,0,Teen,Personalization,"October 5, 2017",1.0,4.0 and up,"[0,23)"
Brainf*ck Interpreter,FAMILY,0.0,24,1.9M,"1,000+",Free,0,Mature 17+,Entertainment,"September 3, 2016",1.0.6,2.3 and up,"[23,889)"
FreePrints – Free Photos Delivered,PHOTOGRAPHY,1.0,109500,37M,"1,000,000+",Free,0,Everyone,Photography,"August 2, 2018",2.18.2,4.1 and up,"[26432,max)"
Ada - Your Health Guide,MEDICAL,1.0,87418,14M,"1,000,000+",Free,0,Everyone,Medical,"July 16, 2018",2.25.0,4.4 and up,"[26432,max)"
OfferUp - Buy. Sell. Offer Up,SHOPPING,1.0,591312,Varies with device,"10,000,000+",Free,0,Everyone,Shopping,"August 3, 2018",Varies with device,Varies with device,"[26432,max)"
FP BW LCD View,FAMILY,0.0,16,1.2M,500+,Free,0,Everyone,Entertainment,"March 31, 2016",1.0,4.0.3 and up,"[0,23)"
[EF]ShoutBox,COMMUNICATION,1.0,3,2.5M,100+,Free,0,Teen,Communication,"August 7, 2018",Build 54,4.0.3 and up,"[0,23)"
G-REMOTE,HOUSE_AND_HOME,1.0,30,25M,"1,000+",Free,0,Everyone,House & Home,"August 1, 2018",2.4,4.0.3 and up,"[23,889)"
Ag-Pro Companies,BUSINESS,1.0,0,45M,50+,Free,0,Everyone,Business,"March 6, 2018",2.3.0,4.4 and up,"[0,23)"
Bee.Bo,LIFESTYLE,1.0,11,23M,"1,000+",Free,0,Everyone,Lifestyle,"April 13, 2017",1.2.9,4.1 and up,"[0,23)"
"App Lock: Locker w/ fingerprint, Parental Control",TOOLS,1.0,37607,Varies with device,"1,000,000+",Free,0,Everyone,Tools,"April 4, 2018",Varies with device,Varies with device,"[26432,max)"
Hotspot Shield Free VPN Proxy & Wi-Fi Security,TOOLS,1.0,1116393,8.2M,"50,000,000+",Free,0,Everyone,Tools,"August 6, 2018",6.1.0,4.1 and up,"[26432,max)"
K-@ Mail Pro - Email App,COMMUNICATION,1.0,1603,Varies with device,"10,000+",Paid,$4.99,Everyone,Communication,"July 23, 2016",Varies with device,Varies with device,"[889,26432)"
TouchPal Keyboard - Fun Emoji & Android Keyboard,COMMUNICATION,1.0,615381,37M,"10,000,000+",Free,0,Mature 17+,Communication,"August 2, 2018",6.7.9.1,4.0.3 and up,"[26432,max)"
AX-PIC Pedidos,TOOLS,1.0,1,Varies with device,"1,000+",Free,0,Everyone,Tools,"August 2, 2018",Varies with device,Varies with device,"[0,23)"
homegate.ch,HOUSE_AND_HOME,1.0,2543,4.6M,"100,000+",Free,0,Everyone,House & Home,"July 27, 2018",8.4.2,5.0 and up,"[889,26432)"
BS player remote,VIDEO_PLAYERS,0.0,54,186k,"10,000+",Free,0,Everyone,Video Players & Editors,"April 22, 2013",1.0,2.2 and up,"[23,889)"
DC All Access,FAMILY,1.0,12639,96M,"500,000+",Free,0,Teen,Entertainment,"October 17, 2017",3.5,4.1 and up,"[889,26432)"
BBW Dating & Plus Size Chat,DATING,1.0,12632,29M,"1,000,000+",Free,0,Mature 17+,Dating,"July 27, 2018",3.5.0.1,4.1 and up,"[889,26432)"
DS Tower Defence,GAME,0.0,768,1.4M,"100,000+",Free,0,Everyone,Arcade,"June 5, 2013",1.0,1.5 and up,"[23,889)"
FE Mobile,BUSINESS,0.0,2,8.0M,10+,Free,0,Everyone,Business,"July 10, 2018",1.4.5,4.1 and up,"[0,23)"
iTooch Mathématiques CP,FAMILY,1.0,1018,35M,"100,000+",Free,0,Everyone,Education;Education,"June 28, 2017",4.6.2,4.0.3 and up,"[889,26432)"
AV Phonetics,FAMILY,1.0,259,49M,"10,000+",Free,0,Everyone,Education,"February 22, 2017",1.3.2,4.0 and up,"[23,889)"
DZ Puzzle,FAMILY,1.0,14,47M,10+,Paid,$0.99,Everyone,Puzzle,"April 22, 2017",1.2,2.3 and up,"[0,23)"
DB Transport,MAPS_AND_NAVIGATION,0.0,179,10M,"10,000+",Free,0,Everyone,Maps & Navigation,"March 13, 2018",3.05,4.1 and up,"[23,889)"
i-share AF/KLM (AFKL ishare),SOCIAL,1.0,2,53M,100+,Free,0,Teen,Social,"July 21, 2018",1.16.5,4.1 and up,"[0,23)"
Fr Ignacio Outreach,FAMILY,1.0,52,19M,"1,000+",Free,0,Everyone,Education,"January 19, 2018",1.0,4.4 and up,"[23,889)"
CS16Client,GAME,1.0,8668,9.1M,"500,000+",Free,0,Teen,Action,"April 1, 2017",1.33,1.5 and up,"[889,26432)"
HD Camera - silent shutter,PHOTOGRAPHY,0.0,26530,3.9M,"1,000,000+",Free,0,Everyone,Photography,"July 23, 2018",2.3.5,3.2 and up,"[26432,max)"
J-Novel Club,FAMILY,0.0,162,9.0M,"10,000+",Free,0,Teen,Entertainment,"October 22, 2017",1.2,4.1 and up,"[23,889)"
Bg+ Call Blocker,TOOLS,1.0,80,1.7M,"10,000+",Free,0,Everyone,Tools,"March 20, 2018",1.2,4.0 and up,"[23,889)"
Alumni BJ,SOCIAL,1.0,2,5.4M,100+,Free,0,Everyone,Social,"November 8, 2017",1.0,4.1 and up,"[0,23)"
New Calendar,PRODUCTIVITY,1.0,25985,6.9M,"1,000,000+",Free,0,Everyone,Productivity,"July 20, 2018",1.0.167,4.0.3 and up,"[889,26432)"
MediaFire,PRODUCTIVITY,1.0,71432,3.8M,"5,000,000+",Free,0,Everyone,Productivity,"November 1, 2017",4.2.2,4.1 and up,"[26432,max)"
Talking Ginger 2,ENTERTAINMENT,1.0,702975,49M,"50,000,000+",Free,0,Everyone,Entertainment,"July 5, 2018",2.6.6.11,4.1 and up,"[26432,max)"
Fancy,SHOPPING,1.0,39735,18M,"5,000,000+",Free,0,Teen,Shopping,"July 25, 2018",3.13.09,4.0 and up,"[26432,max)"
Don't Starve: Shipwrecked,GAME,1.0,1468,4.9M,"10,000+",Paid,$4.99,Teen,Adventure,"July 10, 2018",0.16,5.0 and up,"[889,26432)"
AP Planner,FAMILY,0.0,45,1.3M,"5,000+",Free,0,Everyone,Education,"August 3, 2015",1.1,2.1 and up,"[23,889)"
Cops N Robbers - FPS Mini Game,GAME,1.0,156862,64M,"5,000,000+",Free,0,Everyone 10+,Action,"July 31, 2018",7.0.4,4.1 and up,"[26432,max)"
