App,Category,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,review_group
"뽕티비 - 개인방송, 인터넷방송, BJ방송",VIDEO_PLAYERS,414,59M,"100,000+",Free,0,Mature 17+,Video Players & Editors,"July 18, 2018",4.0.7,4.0.3 and up,"[23, 889)"
Axxess AX-DSP,TOOLS,17,7.4M,"5,000+",Free,0,Everyone,Tools,"June 4, 2018",3_1,4.4 and up,"[0, 23)"
Live Talk - Free Text and Video Chat,DATING,185,5.0M,"10,000+",Free,0,Mature 17+,Dating,"July 16, 2018",8.2,4.0.3 and up,"[23, 889)"
CV maker for Job Applications and Resume Maker,TOOLS,75,25M,"10,000+",Free,0,Everyone,Tools,"January 31, 2018",1.1,4.0 and up,"[23, 889)"
"CM Launcher 3D - Theme, Wallpapers, Efficient",PERSONALIZATION,6702776,17M,"100,000,000+",Free,0,Teen,Personalization,"August 3, 2018",5.41.0,4.0.3 and up,[26432+)
My Vodacom SA,COMMUNICATION,25021,61M,"5,000,000+",Free,0,Everyone,Communication,"June 26, 2018",9.9.0,4.3 and up,"[889, 26432)"
Relax Melodies P: Sleep Sounds,HEALTH_AND_FITNESS,19543,Varies with device,"100,000+",Paid,$2.99,Everyone,Health & Fitness,"January 19, 2018",Varies with device,Varies with device,"[889, 26432)"
"Expedia Hotels, Flights & Car Rental Travel Deals",TRAVEL_AND_LOCAL,136626,14M,"10,000,000+",Free,0,Everyone,Travel & Local,"August 6, 2018",18.30.0,5.0 and up,[26432+)
TUTORIAL CT SCAN CARDIAC,MEDICAL,1,15M,"1,000+",Free,0,Everyone,Medical,"March 10, 2018",2.0,4.0.3 and up,"[0, 23)"
XDV,PHOTOGRAPHY,6827,8.7M,"1,000,000+",Free,0,Everyone,Photography,"April 20, 2018",1.9.5,2.3 and up,"[889, 26432)"
Be My Eyes - Helping the blind,LIFESTYLE,8418,21M,"500,000+",Free,0,Everyone,Lifestyle,"July 11, 2018",1.2.9,4.4 and up,"[889, 26432)"
SmartNews: Breaking News Headlines,NEWS_AND_MAGAZINES,233305,3.1M,"10,000,000+",Free,0,Everyone,News & Magazines,"August 3, 2018",5.1.10,2.2 and up,[26432+)
B Tiff Viewer,PHOTOGRAPHY,283,7.4M,"100,000+",Free,0,Everyone,Photography,"May 12, 2018",1.1.7.4,4.0 and up,"[23, 889)"
DK Murali,SOCIAL,65,7.1M,500+,Free,0,Teen,Social,"February 25, 2017",1.1.2,4.1 and up,"[23, 889)"
LinkedIn Learning: Online Courses to Learn Skills,EDUCATION,7973,18M,"1,000,000+",Free,0,Everyone,Education,"July 27, 2018",0.29.74,4.4 and up,"[889, 26432)"
edp re:dy smarthome,TOOLS,30,22M,"5,000+",Free,0,Everyone,Tools,"June 7, 2017",1.2.2,4.1 and up,"[23, 889)"
Period Tracker,HEALTH_AND_FITNESS,325738,Varies with device,"10,000,000+",Free,0,Everyone,Health & Fitness,"July 28, 2018",Varies with device,Varies with device,[26432+)
Watch AW-7,TOOLS,249,3.0M,"50,000+",Free,0,Everyone,Tools,"March 17, 2018",2.0,4.3 and up,"[23, 889)"
CJ Gospel Hour,SOCIAL,7,18M,100+,Free,0,Everyone,Social,"July 25, 2018",1.0,4.4 and up,"[0, 23)"
IP address BW,PRODUCTIVITY,7,1.8M,500+,Free,0,Everyone,Productivity,"November 20, 2014",1.0,2.2 and up,"[0, 23)"
EF English Live Business Tablet,FAMILY,279,14M,"10,000+",Free,0,Everyone,Education,"December 25, 2017",1.6.6,4.4 and up,"[23, 889)"
Nedbank Money,FINANCE,6076,32M,"500,000+",Free,0,Everyone,Finance,"July 28, 2018",4.1.1-0-prod,4.2 and up,"[889, 26432)"
CZ-USA,LIFESTYLE,11,3.4M,"1,000+",Free,0,Everyone,Lifestyle,"March 1, 2016",1.0.2,4.0.3 and up,"[0, 23)"
ES-IPTV,VIDEO_PLAYERS,944,11M,"50,000+",Free,0,Everyone,Video Players & Editors,"October 15, 2017",4.2.1,4.1 and up,"[889, 26432)"
CG Sanyukt Bharti Pariksha 2018,FAMILY,14,4.3M,"1,000+",Free,0,Teen,Education,"January 10, 2018",7.4,2.3 and up,"[0, 23)"
Minwa HA ( C.B ),HOUSE_AND_HOME,0,5.0M,50+,Free,0,Everyone,House & Home,"September 15, 2017",1.0.0,4.1 and up,"[0, 23)"
"High-Speed Camera (GIF,Burst)",PHOTOGRAPHY,78140,10M,"5,000,000+",Free,0,Everyone,Photography,"February 11, 2018",5.5.2,4.0.3 and up,[26432+)
Wendy’s – Food and Offers,FOOD_AND_DRINK,6507,18M,"1,000,000+",Free,0,Everyone,Food & Drink,"April 12, 2018",5.7.0,4.4 and up,"[889, 26432)"
iHunter BC,SPORTS,55,63M,"1,000+",Paid,$4.49,Everyone,Sports,"August 3, 2018",2.0.38,4.0.3 and up,"[23, 889)"
"Beacon Baptist Jupiter, FL",LIFESTYLE,14,2.6M,100+,Free,0,Everyone,Lifestyle,"October 13, 2017",2.4,4.0.3 and up,"[0, 23)"
AP Government Review,FAMILY,3,1.5M,"1,000+",Paid,$2.99,Everyone,Education,"March 14, 2017",1.1,4.0.3 and up,"[0, 23)"
Random Love (BF),FAMILY,3,10M,50+,Free,0,Everyone,Entertainment,"October 4, 2015",1.0.0,2.2 and up,"[0, 23)"
FP-safe,BUSINESS,0,2.6M,100+,Free,0,Everyone,Business,"May 8, 2018",1.0,4.0.3 and up,"[0, 23)"
Free Dating & Flirt Chat - Choice of Love,DATING,42194,Varies with device,"5,000,000+",Free,0,Mature 17+,Dating,"July 24, 2018",Varies with device,Varies with device,[26432+)
Supermarket Cashier Kids Games,FAMILY,32416,Varies with device,"1,000,000+",Free,0,Everyone,Educational,"July 10, 2017",Varies with device,Varies with device,[26432+)
DQ Texas,FOOD_AND_DRINK,336,13M,"100,000+",Free,0,Everyone,Food & Drink,"May 18, 2018",1.4.1,4.1 and up,"[23, 889)"
chat dz,COMMUNICATION,8,29M,100+,Free,0,Teen,Communication,"March 14, 2018",1.0,4.1 and up,"[0, 23)"
Artificial Intelligence,FAMILY,339,4.2M,"50,000+",Free,0,Everyone,Education,"April 5, 2018",6.2,4.0 and up,"[23, 889)"
HD Camera - Quick Snap Photo & Video,PHOTOGRAPHY,21841,7.7M,"1,000,000+",Free,0,Everyone,Photography,"July 24, 2018",1.6.4,4.2 and up,"[889, 26432)"
Q Link Wireless Zone,PRODUCTIVITY,2194,17M,"500,000+",Free,0,Everyone,Productivity,"March 8, 2018",2.0.4,4.4 and up,"[889, 26432)"
Little Lovely Dentist,FAMILY,17786,16M,"1,000,000+",Free,0,Everyone,Casual,"May 14, 2018",1.1.8,4.0 and up,"[889, 26432)"
Motorola Assist,TOOLS,37333,Varies with device,"50,000,000+",Free,0,Everyone,Tools,"January 17, 2016",Varies with device,Varies with device,[26432+)
Hide N Seek : Mini Game,GAME,4719,54M,"500,000+",Free,0,Everyone,Action,"July 8, 2018",5.1.3,4.1 and up,"[889, 26432)"
Learn SAP BW,BOOKS_AND_REFERENCE,2,20M,500+,Free,0,Everyone,Books & Reference,"February 13, 2018",1.1,4.0 and up,"[0, 23)"
Super Ear,MEDICAL,3498,6.6M,"100,000+",Free,0,Everyone,Medical,"May 1, 2018",1.7.2,4.0 and up,"[889, 26432)"
Multiple Sclerosis Dx & Mgmt.,MEDICAL,131,60M,"10,000+",Free,0,Everyone,Medical,"September 25, 2017",5.0,4.4 and up,"[23, 889)"
Microsoft PowerPoint,PRODUCTIVITY,618798,Varies with device,"100,000,000+",Free,0,Everyone,Productivity,"July 11, 2018",16.0.10325.20043,4.4 and up,[26432+)
iFORA BP,MEDICAL,18,45M,"1,000+",Free,0,Everyone,Medical,"June 5, 2018",1.2.4,2.3.3 and up,"[0, 23)"
Official NBSTSA CST Exam Prep,MEDICAL,2159,11M,"10,000+",Free,0,Everyone,Medical,"May 17, 2018",4.5.1,4.4 and up,"[889, 26432)"
TANGEDCO Mobile App (Official),BUSINESS,2915,3.3M,"500,000+",Free,0,Everyone,Business,"November 3, 2017",1.0.2,4.4 and up,"[889, 26432)"
Decay: The Mare - Ep.1 (Trial),GAME,5291,7.2M,"100,000+",Free,0,Teen,Adventure,"May 24, 2014",2.0,2.2 and up,"[889, 26432)"
Daily Ab Workout,HEALTH_AND_FITNESS,2901,Varies with device,"50,000+",Paid,$1.99,Everyone,Health & Fitness,"June 14, 2018",Varies with device,Varies with device,"[889, 26432)"
Tencent News,NEWS_AND_MAGAZINES,7006,23M,"1,000,000+",Free,0,Everyone,News & Magazines,"July 31, 2018",5.6.40,4.0 and up,"[889, 26432)"
DP Creator for WhatsApp,PHOTOGRAPHY,4813,5.1M,"100,000+",Free,0,Everyone,Photography,"March 19, 2016",1.5,2.2 and up,"[889, 26432)"
Touch Racing 2 - Mini RC Race,FAMILY,41867,78M,"1,000,000+",Free,0,Everyone,Racing;Action & Adventure,"May 18, 2017",1.4.2.1,2.3.3 and up,[26432+)
EP Spotter,FAMILY,9,28M,500+,Free,0,Everyone,Entertainment,"September 28, 2016",314007,4.3 and up,"[0, 23)"
LBB - Find New & Unique Things To Do Around You,EVENTS,3874,14M,"100,000+",Free,0,Everyone,Events,"July 27, 2018",4.0.19,4.2 and up,"[889, 26432)"
"Meet24 - Love, Chat, Singles",DATING,57081,7.9M,"1,000,000+",Free,0,Mature 17+,Dating,"July 27, 2018",1.31.3,4.0.3 and up,[26432+)
Bike Rivals,GAME,212067,48M,"10,000,000+",Free,0,Everyone,Racing,"July 15, 2015",1.5.2,2.3.3 and up,[26432+)
CASE K-12 Math English Science,FAMILY,60,2.1M,"10,000+",Free,0,Everyone,Education,"May 1, 2016",1.0,2.2 and up,"[23, 889)"
Keyboard ManMan,TOOLS,121304,Varies with device,"10,000,000+",Free,0,Everyone,Tools,"March 11, 2018",Varies with device,Varies with device,[26432+)
Run on Earth,HEALTH_AND_FITNESS,577,3.7M,"50,000+",Free,0,Everyone,Health & Fitness,"April 25, 2018",1.7.5,4.0 and up,"[23, 889)"
CE AH VLJ,TRAVEL_AND_LOCAL,1,18M,"1,000+",Free,0,Everyone,Travel & Local,"November 9, 2017",1.4,4.1 and up,"[0, 23)"
Mobilight-BM,FINANCE,6,6.2M,500+,Free,0,Everyone,Finance,"August 3, 2018",2.0.10,4.0.3 and up,"[0, 23)"
Wallpapers FN Herstal FNP 9,PERSONALIZATION,0,11M,1+,Free,0,Teen,Personalization,"April 12, 2018",1.0,4.1 and up,"[0, 23)"
NoteToDo. Notes. To do list,PRODUCTIVITY,57449,5.0M,"1,000,000+",Free,0,Everyone,Productivity,"August 4, 2018",1.2.187-83,4.0 and up,[26432+)
Weather BZ,WEATHER,8433,5.6M,"100,000+",Free,0,Everyone,Weather,"June 6, 2018",5.0.1 build 1,4.0 and up,"[889, 26432)"
BankMobile Vibe App,FINANCE,14627,23M,"1,000,000+",Free,0,Everyone,Finance,"July 9, 2018",5.1,4.1 and up,"[889, 26432)"
efootwear.eu - online store,SHOPPING,928,8.6M,"100,000+",Free,0,Everyone,Shopping,"August 2, 2018",1.7.0,4.4 and up,"[889, 26432)"
Krazy Coupon Lady,SHOPPING,10318,32M,"1,000,000+",Free,0,Everyone,Shopping,"June 19, 2018",2.1.8,4.4 and up,"[889, 26432)"
CT CONNECT,PRODUCTIVITY,2,28M,50+,Free,0,Everyone,Productivity,"August 8, 2017",8.2.1,4.1 and up,"[0, 23)"
m>notes notepad,PRODUCTIVITY,184,Varies with device,"1,000+",Paid,$2.99,Everyone,Productivity,"December 4, 2015",Varies with device,2.2 and up,"[23, 889)"
Resume / CV,BUSINESS,125,5.0M,"10,000+",Free,0,Everyone,Business,"December 28, 2015",2.0,2.3.3 and up,"[23, 889)"
Home Decoration Game,FAMILY,17543,19M,"5,000,000+",Free,0,Everyone,Casual,"January 25, 2018",3.0.1,4.0 and up,"[889, 26432)"
FJ 4x4 Cruiser Offroad Driving,FAMILY,3543,49M,"500,000+",Free,0,Everyone,Simulation,"January 4, 2017",1.1,2.3 and up,"[889, 26432)"
Lep's World 2 🍀🍀,GAME,798522,57M,"100,000,000+",Free,0,Everyone 10+,Arcade,"June 7, 2018",1.9.8.0,4.1 and up,[26432+)
KFC CZ,LIFESTYLE,1189,18M,"100,000+",Free,0,Everyone,Lifestyle,"June 27, 2018",5.1.0,4.0.3 and up,"[889, 26432)"
USB BT Wi-Fi Color Terminal Modem,TOOLS,0,7.3M,5+,Paid,$8.99,Everyone,Tools,"February 9, 2018",5.3,3.2 and up,"[0, 23)"
Every disease has a drug without internet,MEDICAL,44,4.0M,"10,000+",Free,0,Everyone,Medical,"April 24, 2018",1.0,4.1 and up,"[23, 889)"
Z War-Zombie Modern Combat,FAMILY,62301,72M,"5,000,000+",Free,0,Teen,Strategy,"August 1, 2018",1.60,4.1 and up,[26432+)
Battery Notifier Pro BT,TOOLS,1363,1.6M,"10,000+",Paid,$2.59,Everyone,Tools,"June 7, 2017",2.5.18,1.6 and up,"[889, 26432)"
Air conditioner remote control,TOOLS,29854,5.0M,"1,000,000+",Free,0,Everyone,Tools,"July 19, 2017",5.0,2.3 and up,[26432+)
Cy-Fair FCU Mobile Banking,FINANCE,439,13M,"5,000+",Free,0,Everyone,Finance,"January 30, 2018",5.7.1.0,5.0 and up,"[23, 889)"
Lep's World 3 🍀🍀🍀,GAME,771001,52M,"50,000,000+",Free,0,Everyone 10+,Action,"June 11, 2018",2.0.1.3,4.1 and up,[26432+)
The Sims™ FreePlay,GAME,931595,31M,"10,000,000+",Free,0,Teen,Simulation,"July 16, 2018",5.39.1,4.0.3 and up,[26432+)
Visual Anatomy 2,MEDICAL,576,Varies with device,"5,000+",Paid,$2.49,Everyone,Medical,"August 5, 2017",Varies with device,Varies with device,"[23, 889)"
CQ Mobile,FINANCE,36,18M,"1,000+",Free,0,Everyone,Finance,"July 10, 2018",Varies with device,Varies with device,"[23, 889)"
Dr. B.R.Ambedkar,SOCIAL,1902,5.2M,"100,000+",Free,0,Everyone,Social,"June 5, 2014",1.3,2.1 and up,"[889, 26432)"
Beach Shoot Em Up: Head Hunter,GAME,1218,15M,"500,000+",Free,0,Everyone 10+,Action,"March 6, 2018",1.0.9,2.3 and up,"[889, 26432)"
Tassa.fi Finland,LIFESTYLE,346,7.5M,"50,000+",Free,0,Everyone,Lifestyle,"May 22, 2018",5.5,4.0 and up,"[23, 889)"
Asiimov Skin - CS GO Icon Pack,PERSONALIZATION,26,8.5M,100+,Paid,$2.49,Everyone,Personalization,"December 3, 2017",5.0.1,4.0.3 and up,"[23, 889)"
Free GPS Navigation,MAPS_AND_NAVIGATION,618562,Varies with device,"50,000,000+",Free,0,Everyone,Maps & Navigation,"June 4, 2018",Varies with device,Varies with device,[26432+)
Free E B Garamond Cool Font,PERSONALIZATION,410,6.1M,"100,000+",Free,0,Everyone,Personalization,"April 20, 2018",33.0,4.0.3 and up,"[23, 889)"
Theme Android P Design for LG V30,PERSONALIZATION,35,5.2M,500+,Paid,$1.49,Everyone,Personalization,"April 26, 2018",1.33,7.0 and up,"[23, 889)"
BH Mail,COMMUNICATION,7,6.0M,"1,000+",Free,0,Everyone,Communication,"April 3, 2018",5.403,4.0.3 and up,"[0, 23)"
Flud (Ad free),VIDEO_PLAYERS,5639,Varies with device,"10,000+",Paid,$1.49,Everyone,Video Players & Editors,"September 7, 2017",Varies with device,Varies with device,"[889, 26432)"
Gainesville Florida Police Department,LIFESTYLE,4,15M,500+,Free,0,Everyone,Lifestyle,"November 22, 2017",1.1,4.1 and up,"[0, 23)"
LEGO ® Batman: Beyond Gotham,FAMILY,10758,8.0M,"100,000+",Paid,$4.99,Everyone 10+,Adventure;Action & Adventure,"December 15, 2015",Varies with device,4.0.3 and up,"[889, 26432)"
weight conversion calculator,TOOLS,807,1.8M,"100,000+",Free,0,Everyone,Tools,"May 18, 2018",20180517,2.3 and up,"[23, 889)"
DS video,VIDEO_PLAYERS,12443,Varies with device,"1,000,000+",Free,0,Everyone,Video Players & Editors,"August 6, 2018",Varies with device,Varies with device,"[889, 26432)"
English Conversation Courses,FAMILY,22165,6.8M,"1,000,000+",Free,0,Everyone,Education,"June 28, 2018",4.1806.3,4.0 and up,"[889, 26432)"
Keyboard Theme Gate Flat BW,PERSONALIZATION,75,2.6M,"10,000+",Free,0,Mature 17+,Personalization,"May 26, 2016",2.0,4.0.3 and up,"[23, 889)"
EV Real Estate Search,LIFESTYLE,88,20M,"5,000+",Free,0,Everyone,Lifestyle,"July 13, 2018",5.600.49,4.0.3 and up,"[23, 889)"
CYANOGEN GO Launcher EX Theme,PERSONALIZATION,60298,13M,"5,000,000+",Free,0,Everyone,Personalization,"January 8, 2015",1.38,1.6 and up,[26432+)
E2CR CL,LIFESTYLE,0,25M,10+,Free,0,Everyone,Lifestyle,"June 30, 2017",1.0,4.1 and up,"[0, 23)"
LOVOO,SOCIAL,852455,68M,"10,000,000+",Free,0,Mature 17+,Social,"August 3, 2018",27.0,4.2 and up,[26432+)
Digital Alarm Clock,TOOLS,118439,16M,"10,000,000+",Free,0,Everyone,Tools,"June 19, 2018",10.4,4.4 and up,[26432+)
Al Quran Indonesia,BOOKS_AND_REFERENCE,445756,16M,"10,000,000+",Free,0,Everyone,Books & Reference,"May 15, 2018",2.6.22,4.0 and up,[26432+)
AB Anywhere Mobile Banking,FINANCE,3,11M,500+,Free,0,Everyone,Finance,"July 3, 2018",4.17.82,4.4 and up,"[0, 23)"
Next Launcher 3D Theme Hit-B,PERSONALIZATION,83,8.6M,"1,000+",Paid,$1.70,Everyone,Personalization,"August 16, 2015",1.05,2.2 and up,"[23, 889)"
30 Day Ab Challenge,HEALTH_AND_FITNESS,1886,7.6M,"500,000+",Free,0,Everyone,Health & Fitness,"June 21, 2016",3.2.1,4.0 and up,"[889, 26432)"
CV Engineer - Free Resume Maker & CV Templates,BUSINESS,213,3.8M,"10,000+",Free,0,Everyone,Business,"April 11, 2018",3.5.3,5.0 and up,"[23, 889)"
NARUTO X BORUTO NINJA VOLTAGE,GAME,267395,71M,"5,000,000+",Free,0,Everyone 10+,Action,"July 19, 2018",1.1.7,4.4 and up,[26432+)
Easy Healthy Recipes,FOOD_AND_DRINK,278,7.2M,"50,000+",Free,0,Everyone,Food & Drink,"July 20, 2018",24.5.0,4.0 and up,"[23, 889)"
BIGO LIVE - Live Stream,SOCIAL,2349421,39M,"100,000,000+",Free,0,Teen,Social,"July 27, 2018",4.1.0,4.0 and up,[26432+)
White Noise Lite,HEALTH_AND_FITNESS,57634,41M,"1,000,000+",Free,0,Everyone,Health & Fitness,"June 25, 2018",7.4,4.1 and up,[26432+)
Tsuro - The Game of the Path,FAMILY,2195,37M,"10,000+",Paid,$2.99,Everyone,Board;Brain Games,"August 2, 2016",1.3.3,2.3 and up,"[889, 26432)"
Yes319 real price login query,HOUSE_AND_HOME,12,5.1M,"5,000+",Free,0,Everyone,House & Home,"July 12, 2018",1.04,4.0.3 and up,"[0, 23)"
FD VR Player - for Youtube 3D,FAMILY,2378,9.1M,"500,000+",Free,0,Everyone,Entertainment,"November 30, 2016",3.6.1,4.4 and up,"[889, 26432)"
Movie DB,FAMILY,10,2.6M,"1,000+",Free,0,Teen,Entertainment,"December 10, 2016",1.0.1,4.2 and up,"[0, 23)"
EY India CFO Insights,BUSINESS,37,10M,"5,000+",Free,0,Everyone,Business,"June 29, 2018",1.5,4.1 and up,"[23, 889)"
Plants vs. Zombies™ Heroes,FAMILY,379415,68M,"10,000,000+",Free,0,Everyone,Casual;Action & Adventure,"June 26, 2018",1.28.01,4.1 and up,[26432+)
"OurHome – chores, rewards, groceries and calendar",FAMILY,3146,Varies with device,"100,000+",Free,0,Everyone,Lifestyle;Education,"January 31, 2018",3.13.2,4.1 and up,"[889, 26432)"
AG Subway Simulator Lite,FAMILY,6738,56M,"100,000+",Free,0,Everyone,Simulation,"June 8, 2018",1.2.6,4.1 and up,"[889, 26432)"
CB Pay,FINANCE,198,11M,"10,000+",Free,0,Everyone,Finance,"July 9, 2018",1.8.0,4.4 and up,"[23, 889)"
Latest Emmanuella Comedy Video,PARENTING,60,4.9M,"10,000+",Free,0,Everyone,Parenting,"April 1, 2018",Natalia Studio Development,4.0.3 and up,"[23, 889)"
EF Sidekick,VIDEO_PLAYERS,36,Varies with device,"5,000+",Free,0,Everyone,Video Players & Editors,"March 20, 2017",Varies with device,Varies with device,"[23, 889)"
Fortune Quest: Savior,FAMILY,135,75M,"10,000+",Free,0,Everyone 10+,Role Playing,"June 1, 2018",1.022,4.4 and up,"[23, 889)"
FD VR Theater - for Youtube VR,FAMILY,4585,9.1M,"1,000,000+",Free,0,Everyone,Entertainment,"November 30, 2016",3.6.1,4.4 and up,"[889, 26432)"
DC HSEMA,BOOKS_AND_REFERENCE,38,7.2M,"5,000+",Free,0,Everyone,Books & Reference,"June 18, 2018",4.0,4.4 and up,"[23, 889)"
Offroad G-Class 2018,FAMILY,7715,28M,"500,000+",Free,0,Everyone,Simulation,"June 29, 2018",1.7,4.1 and up,"[889, 26432)"
Visuelles Wörterbuch Audio-App,FAMILY,192,66M,"10,000+",Free,0,Everyone,Education,"July 7, 2017",1.1.6,4.1 and up,"[23, 889)"
Do Not Disturb,PRODUCTIVITY,6120,1.9M,"100,000+",Free,0,Everyone,Productivity,"November 22, 2017",2.10.1,6.0 and up,"[889, 26432)"
Chat Click - Dating Search,DATING,4,3.8M,500+,Free,0,Mature 17+,Dating,"July 11, 2018",1.0,3.0 and up,"[0, 23)"
CF Riga,HEALTH_AND_FITNESS,12,11M,100+,Free,0,Everyone,Health & Fitness,"July 9, 2018",4.2.2,4.1 and up,"[0, 23)"
"💘 WhatsLov: Smileys of love, stickers and GIF",SOCIAL,22098,18M,"1,000,000+",Free,0,Everyone,Social,"July 24, 2018",4.2.4,4.0.3 and up,"[889, 26432)"
Cy-Reader,FAMILY,17,15M,100+,Free,0,Everyone,Education,"August 3, 2018",1.7,4.2 and up,"[0, 23)"
Citation du Jour - Motivation,FAMILY,321,914k,"100,000+",Free,0,Everyone,Education,"February 14, 2015",1.0,2.2 and up,"[23, 889)"
HD Themes Toyota Cruiser 60,PERSONALIZATION,0,15M,100+,Free,0,Teen,Personalization,"October 2, 2016",1.0,2.3.3 and up,"[0, 23)"
Intra- and extra-EU trade data,FINANCE,1,2.5M,100+,Free,0,Everyone,Finance,"December 16, 2015",1.0.5,4.0 and up,"[0, 23)"
Download Video Free,FAMILY,39682,6.2M,"1,000,000+",Free,0,Everyone,Entertainment,"April 3, 2018",3.5.5,4.1 and up,[26432+)
InstaBeauty -Makeup Selfie Cam,PHOTOGRAPHY,654419,Varies with device,"50,000,000+",Free,0,Everyone,Photography,"February 1, 2018",Varies with device,4.0.3 and up,[26432+)
Superbrothers Sword & Sworcery,GAME,11023,16M,"100,000+",Paid,$3.99,Teen,Adventure,"January 26, 2018",1.0.20,2.3 and up,"[889, 26432)"
"issuu - Read Magazines, Catalogs, Newspapers.",NEWS_AND_MAGAZINES,74425,8.6M,"1,000,000+",Free,0,Everyone,News & Magazines,"July 18, 2018",5.14.0,4.0.3 and up,[26432+)
Freeme Launcher—Stylish Theme,PERSONALIZATION,2828,7.4M,"100,000+",Free,0,Everyone,Personalization,"January 22, 2017",2.11.5,4.1 and up,"[889, 26432)"
Blood Pressure Monitor,MEDICAL,17,6.0M,"10,000+",Free,0,Everyone,Medical,"February 25, 2017",1.0.1,4.4 and up,"[0, 23)"
"AD - Nieuws, Sport, Regio & Entertainment",NEWS_AND_MAGAZINES,10369,Varies with device,"1,000,000+",Free,0,Everyone,News & Magazines,"July 28, 2018",Varies with device,Varies with device,"[889, 26432)"
Calculator ++,TOOLS,33509,3.6M,"1,000,000+",Free,0,Everyone,Tools,"May 12, 2018",2.2.7,4.4 and up,[26432+)
BIG Launcher,PERSONALIZATION,881,5.9M,"10,000+",Paid,$9.99,Everyone,Personalization,"June 20, 2018",2.5.9,2.1 and up,"[23, 889)"
MY GULFPORT FL,PRODUCTIVITY,0,49M,50+,Free,0,Everyone,Productivity,"May 18, 2018",17.4,4.1 and up,"[0, 23)"
GO SMS PRO EMOJI PLUGIN,PERSONALIZATION,84779,8.5M,"5,000,000+",Free,0,Everyone,Personalization,"June 4, 2018",2.4,4.0 and up,[26432+)
MHD F-Series,AUTO_AND_VEHICLES,73,23M,"1,000+",Free,0,Everyone,Auto & Vehicles,"June 5, 2018",version 0.994,3.2 and up,"[23, 889)"
Daily Murli Saar Widget,SOCIAL,308,454k,"10,000+",Free,0,Everyone,Social,"June 10, 2015",1.0,3.0 and up,"[23, 889)"
DC Universe Quiz,GAME,11,23M,500+,Free,0,Everyone,Trivia,"May 22, 2018",3.2.7z,4.0.3 and up,"[0, 23)"
PLANK!,GAME,7196,38M,"500,000+",Free,0,Everyone,Arcade,"July 17, 2018",1.0.2,4.3 and up,"[889, 26432)"
Virtual Mother Surgery Doctor : Emergency Hospital,FAMILY,70,61M,"10,000+",Free,0,Teen,Educational,"May 30, 2018",1.1,4.0 and up,"[23, 889)"
Fun Texas Hold'em Poker,GAME,32831,24M,"500,000+",Free,0,Teen,Casino,"May 12, 2017",17.05.11,4.0.3 and up,[26432+)
Wallpapers HD,PERSONALIZATION,484981,2.1M,"10,000,000+",Free,0,Everyone,Personalization,"November 28, 2016",1.7.1,3.0 and up,[26432+)
Prosperity,EVENTS,16,2.3M,100+,Free,0,Everyone,Events,"July 9, 2018",1.14,2.0 and up,"[0, 23)"
CJmall,SHOPPING,18252,10M,"10,000,000+",Free,0,Everyone,Shopping,"August 6, 2018",6.3.8,4.1 and up,"[889, 26432)"
N Launcher - Nougat 7.0,PERSONALIZATION,32597,8.4M,"1,000,000+",Free,0,Everyone,Personalization,"May 24, 2018",1.5.2,4.1 and up,[26432+)
Au-allstar for KR,GAME,2433,47M,"100,000+",Free,0,Everyone,Music,"June 15, 2018",1.6.4,4.3 and up,"[889, 26432)"
Photo Editor 2018,BEAUTY,134,17M,"10,000+",Free,0,Everyone,Beauty,"March 1, 2018",1.20,4.0.3 and up,"[23, 889)"
FP Market,FAMILY,24,44k,"1,000+",Free,0,Everyone,Education,"June 17, 2012",1.0,1.6 and up,"[23, 889)"
BW-GnuGo,GAME,64,1.3M,"5,000+",Free,0,Everyone,Board,"June 2, 2013",2.0.0,2.2 and up,"[23, 889)"
Nextdoor - Local neighborhood news & classifieds,SOCIAL,51502,20M,"5,000,000+",Free,0,Teen,Social,"July 25, 2018",2.69,5.0 and up,[26432+)
Caviar - Food Delivery,FOOD_AND_DRINK,3755,8.5M,"100,000+",Free,0,Everyone,Food & Drink,"July 20, 2018",2.4.11,6.0 and up,"[889, 26432)"
Oklahoma Ag Co-op Council,COMMUNICATION,0,4.9M,10+,Free,0,Everyone,Communication,"July 23, 2018",2.2.3,4.0.3 and up,"[0, 23)"
Quiz&Learn Python,EDUCATION,304,2.0M,"10,000+",Free,0,Everyone,Education,"July 4, 2016",1.3.0,4.0 and up,"[23, 889)"
Guia Bike DF,SPORTS,29,14M,100+,Free,0,Everyone,Sports,"February 18, 2018",22.0,5.0 and up,"[23, 889)"
