Category,Rating,Reviews,Content Rating,Genres,Current Ver,NewSize,InstallNews,PriceNew,LastUpdatedYear,LastUpdatedMonth,LastUpdatedDay,AndroidVerNew,review_group_new,TypeNew
EDUCATION,1.0,1769,Everyone,Education,Varies with device,12000000.0,100000,0.0,2018,7,11,4.0,3,0
GAME,1.0,54221,Everyone,Racing,1.2,47000000.0,1000000,0.0,2013,6,15,2.3,4,0
LIFESTYLE,1.0,8,Everyone,Lifestyle,0.0.4,6700000.0,1000,0.0,2016,5,16,4.1,1,0
MAPS_AND_NAVIGATION,0.0,25,Everyone,Maps & Navigation,2.10.0,5800000.0,1000,0.0,2018,8,6,5.0,2,0
LIFESTYLE,1.0,100,Everyone,Lifestyle,1.0.0.21_180410,7100000.0,1000000,0.0,2018,5,9,7.0,2,0
TRAVEL_AND_LOCAL,1.0,12,Everyone,Travel & Local,1.0,50000000.0,1000,1.99,2016,5,30,4.0,1,1
GAME,0.0,505,Everyone,Board,1.0.28,23000000.0,10000,0.0,2014,12,6,2.3,2,0
BUSINESS,1.0,10,Everyone,Business,Varies with device,12000000.0,100,0.0,2017,4,28,4.0,1,0
LIFESTYLE,0.0,576,Everyone,Lifestyle,1.0.2,7400000.0,50000,0.0,2018,6,7,4.0,2,0
LIFESTYLE,0.0,492,Everyone,Lifestyle,3.6,4300000.0,50000,0.0,2015,10,5,2.2,2,0
BOOKS_AND_REFERENCE,1.0,13,Everyone,Books & Reference,1.11,942000.0,1000,0.0,2013,11,22,2.3,1,0
FAMILY,1.0,167974,Everyone,Entertainment,Gratis,5000000.0,500000,0.0,2018,7,27,4.0,4,0
TOOLS,0.0,1,Everyone,Tools,2.35.1,55000000.0,100,0.0,2016,10,27,4.1,1,0
MAPS_AND_NAVIGATION,1.0,16657,Everyone,Maps & Navigation,4.7.5,3600000.0,1000000,0.0,2018,7,17,4.0,3,0
PRODUCTIVITY,1.0,9,Everyone,Productivity,2.2.2,2300000.0,10,0.0,2018,7,26,4.1,1,0
FAMILY,0.0,27,Teen,Entertainment,2.1,31000000.0,5000,0.0,2017,10,17,4.0,2,0
GAME,1.0,216675,Everyone,Word,2.2.7,30000000.0,10000000,0.0,2018,8,1,4.1,4,0
SPORTS,1.0,161423,Everyone,Sports,6.5.3,73000000.0,5000000,0.0,2018,8,1,5.0,4,0
BOOKS_AND_REFERENCE,1.0,11,Everyone,Books & Reference,1.09,608000.0,1000,0.0,2017,7,23,4.2,1,0
VIDEO_PLAYERS,1.0,1032076,Everyone,Video Players & Editors,Varies with device,12000000.0,100000000,0.0,2018,7,30,2.3,4,0
FAMILY,0.0,217,Everyone,Entertainment,1.5,4900000.0,10000,389.99,2018,6,22,4.2,2,1
FAMILY,0.0,3253,Everyone,Entertainment,1.3,3600000.0,100000,0.0,2015,4,10,2.2,3,0
FINANCE,1.0,18,Everyone,Finance,1.1,3400000.0,10000,0.0,2017,1,21,3.0,1,0
FINANCE,1.0,798,Everyone,Finance,1.0.46,29000000.0,50000,0.0,2018,1,3,4.0,2,0
MAPS_AND_NAVIGATION,1.0,15922,Everyone,Maps & Navigation,Varies with device,12000000.0,1000000,0.0,2018,7,26,4.0,3,0
MEDICAL,1.0,0,Everyone,Medical,1.0,20000000.0,10,0.0,2018,7,14,4.3,1,0
GAME,0.0,83671,Everyone 10+,Racing,9,30000000.0,10000000,0.0,2018,5,4,4.1,4,0
FAMILY,0.0,14754,Everyone 10+,Entertainment,1.8.1,21000000.0,1000000,0.0,2018,7,22,4.1,3,0
GAME,1.0,1604146,Teen,Action,4.8.0,57000000.0,10000000,0.0,2018,6,27,4.1,4,0
PARENTING,1.0,190,Everyone,Parenting,1.5,6800000.0,100000,0.0,2018,6,24,4.0,2,0
BOOKS_AND_REFERENCE,1.0,3234,Everyone,Books & Reference,1.7.22,85000000.0,100000,0.0,2017,12,26,4.1,3,0
SHOPPING,0.0,661,Everyone,Shopping,3.0.2,7600000.0,100000,0.0,2018,3,19,4.1,2,0
SHOPPING,1.0,79261,Everyone,Shopping,7.36,57000000.0,5000000,0.0,2018,8,3,4.4,4,0
FAMILY,0.0,536,Everyone,Casual,2.0.0,10000000.0,10000,0.0,2017,6,27,4.0,2,0
SOCIAL,1.0,1236,Teen,Social,1.8,3300000.0,100000,0.0,2018,8,2,4.3,3,0
MEDICAL,1.0,0,Everyone,Medical,300000.1.11,29000000.0,1,0.0,2018,7,20,4.0,1,0
FAMILY,1.0,1303,Everyone,Entertainment,1.7.2,13000000.0,100000,0.0,2018,7,24,4.1,3,0
FAMILY,1.0,1002,Everyone,Education,3.9,4400000.0,10000,0.0,2016,8,31,4.0,3,0
FAMILY,1.0,188740,Everyone,Puzzle;Brain Games,1.16.0,69000000.0,1000000,1.99,2018,7,5,4.2,4,1
PERSONALIZATION,1.0,12008,Everyone,Personalization,5.0,6100000.0,1000000,0.0,2016,5,27,4.0,3,0
NEWS_AND_MAGAZINES,1.0,9,Everyone,News & Magazines,1.0,1100000.0,500,0.0,2016,9,7,4.1,1,0
PRODUCTIVITY,0.0,87,Everyone,Productivity,37.0,2000000.0,10000,0.0,2018,4,12,4.0,2,0
SHOPPING,1.0,213735,Everyone,Shopping,5.3.73,43000000.0,10000000,0.0,2018,7,24,4.4,4,0
COMMUNICATION,1.0,226541,Everyone,Communication,Varies with device,12000000.0,10000000,0.0,2018,7,25,4.0,4,0
HEALTH_AND_FITNESS,1.0,7586,Everyone,Health & Fitness,1.0.6,45000000.0,500000,0.0,2018,4,10,2.3,3,0
PHOTOGRAPHY,1.0,2215,Everyone,Photography,1.12,12000000.0,500000,0.0,2018,7,27,4.3,3,0
SOCIAL,0.0,284795,Mature 17+,Social,4.1.2,31000000.0,10000000,0.0,2018,8,3,4.3,4,0
FAMILY,1.0,3263,Everyone 10+,Role Playing,2.6.4,47000000.0,1000000,0.0,2018,5,29,4.1,3,0
VIDEO_PLAYERS,0.0,5555,Everyone,Video Players & Editors,2.6.71,64000000.0,1000000,0.0,2018,7,12,7.1,3,0
AUTO_AND_VEHICLES,1.0,17057,Everyone,Auto & Vehicles,Varies with device,12000000.0,1000000,0.0,2018,7,30,4.0,3,0
TOOLS,0.0,7816,Everyone,Tools,1.1.1,5100000.0,1000000,0.0,2016,7,30,3.0,3,0
SOCIAL,1.0,62,Teen,Social,7.1.29,25000000.0,10000,0.0,2018,5,3,4.2,2,0
SPORTS,1.0,0,Everyone,Sports,2.0.4,6300000.0,5,1.99,2018,7,25,4.0,1,1
SOCIAL,1.0,33177,Everyone,Social,2.1.6,10000000.0,1000000,0.0,2018,6,12,4.0,4,0
FAMILY,1.0,93,Everyone,Entertainment,INDIRIMBO V.2014.002,1600000.0,50000,0.0,2018,2,5,1.6,2,0
PRODUCTIVITY,0.0,4832,Everyone,Productivity,2.1.7.3,2400000.0,1000000,0.0,2016,11,22,3.0,3,0
TOOLS,1.0,424,Everyone,Tools,0.11,3500000.0,10000,0.0,2017,12,19,6.0,2,0
FOOD_AND_DRINK,1.0,511228,Everyone,Food & Drink,Varies with device,12000000.0,10000000,0.0,2018,8,1,4.0,4,0
FAMILY,1.0,31,Everyone,Casual,1.48,4200000.0,100,0.99,2013,8,15,2.0,2,1
COMICS,1.0,302,Teen,Comics,1.0,2200000.0,10000,0.0,2018,7,3,4.0,2,0
VIDEO_PLAYERS,1.0,4016834,Everyone,Video Players & Editors,Varies with device,12000000.0,100000000,0.0,2018,7,23,4.0,4,0
BUSINESS,0.0,2111,Everyone,Business,Varies with device,12000000.0,100000,0.0,2018,7,30,4.0,3,0
FAMILY,1.0,0,Everyone,Simulation,Varies with device,12000000.0,1000,0.0,2018,7,27,4.0,1,0
GAME,0.0,38448,Everyone,Racing,1.4.3,27000000.0,5000000,0.0,2018,6,16,4.1,4,0
DATING,1.0,1,Mature 17+,Dating,1.0.3,21000000.0,10,0.0,2018,7,24,4.2,1,0
PRODUCTIVITY,1.0,38,Everyone,Productivity,2.4.0,13000000.0,1000,0.0,2018,7,17,6.0,2,0
DATING,1.0,2,Everyone,Dating,1.0,3600000.0,10,0.0,2018,7,14,4.0,1,0
TOOLS,1.0,85,Everyone,Tools,1.20,19000000.0,1000,0.0,2018,7,5,4.1,2,0
FAMILY,1.0,4,Everyone,Entertainment,1.0,14000000.0,100,0.0,2017,10,28,2.1,1,0
FAMILY,1.0,32,Everyone,Education,6,60000000.0,10000,0.0,2017,11,29,4.0,2,0
FINANCE,1.0,133,Everyone,Finance,18.1.79,30000000.0,10000,0.0,2018,5,23,5.0,2,0
NEWS_AND_MAGAZINES,1.0,175110,Mature 17+,News & Magazines,6.7.3,25000000.0,10000000,0.0,2018,8,6,4.0,4,0
FOOD_AND_DRINK,1.0,455377,Everyone,Food & Drink,4.11.1,35000000.0,10000000,0.0,2018,8,1,4.4,4,0
FAMILY,1.0,50060,Everyone,Puzzle;Brain Games,1.4.83,98000000.0,1000000,0.0,2018,8,7,4.1,4,0
FOOD_AND_DRINK,1.0,2448,Everyone,Food & Drink,5.4,19000000.0,100000,0.0,2017,9,1,4.0,3,0
FAMILY,1.0,11,Everyone,Education,2.0,16000000.0,500,0.0,2017,10,28,4.0,1,0
FINANCE,1.0,188,Everyone,Finance,2.5,3300000.0,10000,0.0,2018,7,28,4.2,2,0
FAMILY,1.0,233588,Teen,Simulation,3.8.0,74000000.0,5000000,0.0,2017,4,21,4.0,4,0
NEWS_AND_MAGAZINES,0.0,54256,Everyone,News & Magazines,Varies with device,12000000.0,5000000,0.0,2018,7,23,4.0,4,0
SHOPPING,1.0,14,Everyone,Shopping,1.0.3,5200000.0,1000,0.0,2016,4,5,3.0,1,0
LIFESTYLE,1.0,101957,Everyone,Lifestyle,2.11.0,8199999.999999999,5000000,0.0,2018,4,23,4.0,4,0
TRAVEL_AND_LOCAL,0.0,26665,Everyone,Travel & Local,2.5.26,10000000.0,5000000,0.0,2018,3,29,4.1,4,0
SOCIAL,1.0,2508,Everyone,Social,2.0.1,6000000.0,500000,0.0,2017,11,20,4.0,3,0
FOOD_AND_DRINK,1.0,0,Everyone,Food & Drink,2.0.24,14000000.0,5,0.0,2018,3,28,4.1,1,0
SPORTS,1.0,10,Everyone,Sports,4.11,3200000.0,100,0.0,2018,7,15,4.1,1,0
NEWS_AND_MAGAZINES,1.0,37882,Teen,News & Magazines,8.2.9,9100000.0,1000000,0.0,2018,6,1,4.0,4,0
BUSINESS,1.0,27,Everyone,Business,1.0.90,6000000.0,100,0.0,2018,7,26,4.0,2,0
MAPS_AND_NAVIGATION,1.0,32225,Everyone,Maps & Navigation,2.0.0,3200000.0,1000000,0.0,2018,7,26,4.2,4,0
FINANCE,0.0,28,Everyone,Finance,7.3.2,15000000.0,5000,0.0,2018,8,8,5.0,2,0
COMMUNICATION,1.0,0,Everyone,Communication,1.0,15000000.0,100,0.0,2017,11,30,4.1,1,0
MEDICAL,1.0,0,Everyone,Medical,1.0,12000000.0,10,0.0,2018,7,27,4.0,1,0
GAME,1.0,28510,Teen,Card,2.6.6,78000000.0,500000,0.0,2018,8,1,4.0,4,0
GAME,1.0,7687,Everyone,Arcade,2.3.1,23000000.0,100000,1.99,2017,2,27,2.3,3,1
PERSONALIZATION,1.0,21,Everyone,Personalization,1.35,3600000.0,100,0.99,2017,9,20,4.3,1,1
SPORTS,1.0,68072,Everyone,Sports,1.1.7,40000000.0,5000000,0.0,2018,7,26,4.1,4,0
MAPS_AND_NAVIGATION,0.0,4569,Everyone,Maps & Navigation,2.1.10 (49),7500000.0,500000,0.0,2017,12,22,4.0,3,0
FAMILY,0.0,17,Everyone,Entertainment,1.0,4600000.0,5000,0.0,2018,5,5,2.3,1,0
FAMILY,1.0,3345,Everyone,Simulation,1.0,27000000.0,1000000,0.0,2018,5,12,4.1,3,0
FAMILY,0.0,10,Everyone,Education,1.0,25000000.0,1000,0.0,2017,7,28,4.1,1,0
TOOLS,1.0,1147,Everyone,Tools,1.1.6,2700000.0,100000,0.0,2017,10,2,4.0,3,0
COMMUNICATION,1.0,3,Everyone,Communication,1.2,961000.0,100,0.0,2018,3,31,6.0,1,0
HEALTH_AND_FITNESS,1.0,77777,Everyone,Health & Fitness,3.401,12000000.0,1000000,0.0,2018,6,29,5.0,4,0
BOOKS_AND_REFERENCE,1.0,64513,Everyone,Books & Reference,Varies with device,12000000.0,5000000,0.0,2018,7,31,4.0,4,0
HEALTH_AND_FITNESS,1.0,37224,Everyone,Health & Fitness,Varies with device,12000000.0,1000000,0.0,2018,6,13,4.0,4,0
GAME,1.0,4000433,Everyone,Arcade,1.9.1,42000000.0,100000000,0.0,2018,8,2,4.0,4,0
FAMILY,1.0,22,Mature 17+,Entertainment,1.4,2200000.0,100,0.0,2017,11,2,4.4,1,0
ENTERTAINMENT,1.0,6238,Everyone,Entertainment,Varies with device,12000000.0,100000,4.99,2018,6,30,4.0,3,1
GAME,1.0,7412,Teen,Strategy,1.1.0,84000000.0,100000,4.99,2018,4,26,2.3,3,1
FAMILY,1.0,472247,Everyone,Puzzle,1.5.10,12000000.0,50000000,0.0,2018,7,31,4.1,4,0
MEDICAL,1.0,267,Everyone,Medical,2.18,2300000.0,50000,0.0,2018,7,8,4.0,2,0
FAMILY,1.0,4,Everyone,Education,6.0.2,29000000.0,500,0.0,2018,1,25,4.4,1,0
MEDICAL,1.0,16,Everyone,Medical,5.0.0,40000000.0,1000,0.0,2018,5,31,4.0,1,0
PHOTOGRAPHY,0.0,2526,Everyone,Photography,Varies with device,12000000.0,1000000,0.0,2018,7,2,4.0,3,0
FAMILY,1.0,2654,Everyone,Education,1.10.0,6700000.0,100000,0.0,2016,11,2,2.2,3,0
FAMILY,1.0,344383,Everyone,Casual,9.2.4,30000000.0,10000000,0.0,2018,3,20,4.0,4,0
PHOTOGRAPHY,0.0,16,Everyone,Photography,1.0.6,17000000.0,1000,0.0,2018,5,9,4.4,1,0
TOOLS,1.0,85387,Everyone,Tools,2.1.54,5400000.0,1000000,0.0,2018,7,3,4.0,4,0
COMMUNICATION,1.0,258556,Everyone,Communication,Varies with device,12000000.0,10000000,0.0,2018,7,25,4.0,4,0
MEDICAL,1.0,0,Everyone,Medical,36,8900000.0,500,0.0,2018,4,26,4.0,1,0
COMICS,1.0,29839,Teen,Comics,4.1.0,29000000.0,1000000,0.0,2018,7,31,4.4,4,0
EVENTS,0.0,9,Everyone,Events,1.1.4,3300000.0,1000,0.0,2017,12,20,4.4,1,0
GAME,0.0,42529,Teen,Action,2.8.2,92000000.0,500000,1.99,2016,11,23,4.1,4,1
GAME,1.0,358,Everyone,Card,1.1.5,15000000.0,10000,0.0,2014,11,6,2.3,2,0
TOOLS,1.0,25592,Everyone,Tools,v8.0.1.8.0629.1,7500000.0,10000000,0.0,2018,7,31,4.2,3,0
FINANCE,0.0,800,Everyone,Finance,2.16.5426,32000000.0,50000,0.0,2018,6,21,4.4,2,0
SOCIAL,1.0,486824,Mature 17+,Social,Varies with device,12000000.0,10000000,0.0,2018,6,21,4.0,4,0
PRODUCTIVITY,1.0,133573,Everyone,Productivity,Varies with device,12000000.0,5000000,0.0,2018,7,3,4.0,4,0
TRAVEL_AND_LOCAL,1.0,22748,Everyone,Travel & Local,4.7.1,55000000.0,1000000,0.0,2018,8,6,5.0,3,0
GAME,0.0,22435,Teen,Action,1.1.0.3,100000000.0,1000000,0.0,2018,8,1,5.0,3,0
HEALTH_AND_FITNESS,0.0,136,Everyone,Health & Fitness,1.0.5,15000000.0,10000,0.0,2018,5,12,4.4,2,0
DATING,1.0,0,Mature 17+,Dating,1.0,3600000.0,50,0.0,2018,7,20,4.0,1,0
TOOLS,1.0,37,Everyone,Tools,1.1.15205,323000.0,5000,0.0,2015,5,15,2.2,2,0
HEALTH_AND_FITNESS,1.0,14,Everyone,Health & Fitness,3.0,1300000.0,1000,0.0,2018,3,30,4.0,1,0
SPORTS,1.0,13098,Everyone,Sports,Varies with device,12000000.0,1000000,0.0,2018,7,28,4.0,3,0
BOOKS_AND_REFERENCE,1.0,14773,Everyone,Books & Reference,4.1.92,6400000.0,500000,0.0,2017,10,9,3.0,3,0
FAMILY,1.0,2,Everyone,Education,1.40.170809,981000.0,100,0.0,2017,8,17,4.0,1,0
BOOKS_AND_REFERENCE,0.0,52,Teen,Books & Reference,0.3.4,3600000.0,5000,0.0,2017,8,5,4.1,2,0
VIDEO_PLAYERS,1.0,2,Everyone,Video Players & Editors,6.1.0,6900000.0,500,0.0,2016,6,9,4.0,1,0
FAMILY,1.0,1014822,Everyone,Educational;Pretend Play,1.2.3-play,56000000.0,50000000,0.0,2017,6,29,4.1,4,0
FAMILY,1.0,171,Everyone,Education,1.7.0,1000000.0,1000,10.0,2016,10,18,2.2,2,1
TOOLS,0.0,17030,Everyone,Tools,Varies with device,12000000.0,10000000,0.0,2017,5,12,4.0,3,0
FAMILY,0.0,19601,Everyone 10+,Casual,1.0.4,56000000.0,1000000,0.0,2018,6,6,4.1,3,0
FAMILY,1.0,359,Everyone,Board;Brain Games,2.0.5,17000000.0,5000,4.99,2015,8,12,2.3,2,1
PERSONALIZATION,1.0,4,Everyone,Personalization,2.1.4,3600000.0,500,0.0,2018,7,26,4.0,1,0
BUSINESS,1.0,43,Everyone,Business,3.0.0 By Luccas,92000000.0,100,0.0,2018,7,20,2.3,2,0
SPORTS,1.0,0,Everyone,Sports,1.0,26000000.0,10,0.0,2018,2,14,4.1,1,0
SOCIAL,0.0,80987,Teen,Social,2.2.4,25000000.0,5000000,0.0,2018,7,30,4.4,4,0
FAMILY,1.0,625,Everyone,Education,4.0,26000000.0,100000,0.0,2018,7,30,4.0,2,0
TOOLS,1.0,251,Everyone,Tools,4.1.4,3800000.0,1000,0.99,2018,8,5,4.2,2,1
GAME,1.0,10806,Everyone,Racing,1.5.1,49000000.0,5000000,0.0,2017,5,9,4.0,3,0
PERSONALIZATION,0.0,112,Everyone,Personalization,2.1.7,8800000.0,1000,0.99,2017,4,26,4.3,2,1
COMMUNICATION,0.0,138129,Everyone,Communication,1.5.2.4-23,2100000.0,10000000,0.0,2018,5,6,2.3,4,0
MAPS_AND_NAVIGATION,1.0,1,Everyone,Maps & Navigation,2.19.20180117,10000000.0,10,0.0,2018,1,17,4.1,1,0
SPORTS,1.0,2,Everyone,Sports,1.4,1500000.0,100,0.0,2016,8,12,4.0,1,0
TOOLS,1.0,7,Everyone,Tools,1.283.0037,3900000.0,1000,0.0,2018,2,23,2.3,1,0
FAMILY,0.0,250257,Everyone,Simulation,1.1.5,50000000.0,5000000,0.0,2016,11,16,2.3,4,0
ENTERTAINMENT,0.0,29706,Teen,Entertainment,3.1.4,19000000.0,1000000,0.0,2018,7,16,4.4,4,0
GAME,1.0,37139,Everyone 10+,Action,8,49000000.0,1000000,0.0,2018,1,24,4.1,4,0
FAMILY,0.0,50428,Teen,Entertainment,Varies with device,12000000.0,5000000,0.0,2018,7,25,5.0,4,0
TOOLS,1.0,0,Everyone,Tools,2.5,2900000.0,10,0.0,2018,7,23,4.0,1,0
DATING,0.0,1093,Mature 17+,Dating,1.6.6,5800000.0,100000,0.0,2017,1,28,4.2,3,0
TRAVEL_AND_LOCAL,1.0,427,Everyone,Travel & Local,1.2.1,26000000.0,100000,0.0,2016,3,21,4.1,2,0
TOOLS,1.0,1320,Everyone,Tools,1.0,778000.0,100000,0.0,2013,9,13,2.0,3,0
EDUCATION,1.0,73404,Everyone,Education,4.5.2,5300000.0,1000000,0.0,2017,12,25,4.0,4,0
SOCIAL,1.0,594,Everyone,Social,1.0,3600000.0,1000,0.0,2018,7,19,2.1,2,0
FAMILY,1.0,33,Everyone,Simulation,1.5,11000000.0,5000,0.0,2018,8,6,4.0,2,0
AUTO_AND_VEHICLES,0.0,295,Everyone,Auto & Vehicles,0.2.1,2700000.0,10000,0.0,2018,7,30,4.4,2,0
FAMILY,0.0,328619,Everyone,Casual;Creativity,2.2,15000000.0,10000000,0.0,2017,10,6,4.1,4,0
PRODUCTIVITY,1.0,1730,Everyone,Productivity,1.5,16000000.0,100000,0.0,2018,2,1,4.1,3,0
FAMILY,1.0,79826,Everyone 10+,Strategy,4.0.4,12000000.0,1000000,0.0,2018,7,26,4.1,4,0
PERSONALIZATION,1.0,2056,Everyone,Personalization,6.7.24.2018,9800000.0,500000,0.0,2018,7,25,4.0,3,0
SHOPPING,1.0,10355,Teen,Shopping,1.5.1,847000.0,1000000,0.0,2018,6,19,4.0,3,0
GAME,1.0,2,Everyone,Board,0.90,36000000.0,10,0.0,2018,4,6,4.0,1,0
HEALTH_AND_FITNESS,1.0,0,Everyone,Health & Fitness,1.0.1,9300000.0,1,0.0,2017,6,7,4.0,1,0
VIDEO_PLAYERS,0.0,165723,Everyone,Video Players & Editors,7.5.9,1600000.0,10000000,0.0,2018,8,4,4.0,4,0
PERSONALIZATION,0.0,96,Everyone,Personalization,2.0,3800000.0,5000,0.0,2015,11,23,4.2,2,0
GAME,1.0,32496,Teen,Action,5.3.3,99000000.0,1000000,0.99,2018,7,3,2.3,4,1
PERSONALIZATION,1.0,89,Everyone,Personalization,1.6.1,11000000.0,5000,0.99,2017,10,21,4.0,2,1
SPORTS,1.0,1664,Everyone,Sports,1.2.677,17000000.0,100000,0.0,2018,7,31,4.4,3,0
MEDICAL,1.0,0,Everyone,Medical,1.0,10000000.0,10,0.0,2018,6,21,4.1,1,0
PERSONALIZATION,1.0,49,Teen,Personalization,1.7,12000000.0,10000,0.0,2018,5,31,4.1,2,0
PRODUCTIVITY,0.0,67,Everyone,Productivity,3.5.3,8300000.000000001,10000,0.0,2018,7,18,4.0,2,0
FAMILY,1.0,17,Everyone,Entertainment,2.0.0,1700000.0,5000,0.0,2018,1,15,4.0,1,0
MAPS_AND_NAVIGATION,1.0,62,Everyone,Maps & Navigation,1.3,1600000.0,1000,0.99,2018,6,30,4.0,2,1
NEWS_AND_MAGAZINES,1.0,41,Everyone,News & Magazines,1.0.0,5000000.0,1000,0.0,2016,2,9,3.0,2,0
FAMILY,1.0,98324,Everyone,Simulation,1.19.1,70000000.0,1000000,0.0,2018,7,28,4.1,4,0
MEDICAL,1.0,35,Everyone,Medical,1.1,862000.0,5000,3.99,2014,12,3,4.0,2,1
SPORTS,1.0,207,Everyone,Sports,2.6.0,4500000.0,10000,0.0,2017,11,13,4.0,2,0
FAMILY,1.0,731,Everyone,Educational;Education,3.7.2.7,12000000.0,100000,0.0,2018,7,28,4.2,2,0
BUSINESS,1.0,6,Everyone,Business,2.3,74000000.0,500,0.0,2017,6,26,4.0,1,0
TOOLS,1.0,13005,Everyone,Tools,no_update_signal.2_9_1_arm-x86_64-alpha,9700000.0,1000000,0.0,2018,1,21,4.2,3,0
FAMILY,0.0,3482,Everyone,Casual,1.6,37000000.0,500000,0.0,2018,8,7,4.4,3,0
COMMUNICATION,1.0,335646,Everyone,Communication,7.21,8300000.000000001,10000000,0.0,2018,7,26,2.3,4,0
GAME,0.0,107778,Everyone,Arcade,47,8800000.0,10000000,0.0,2016,2,12,2.3,4,0
PERSONALIZATION,1.0,838,Teen,Personalization,1.70,11000000.0,50000,0.0,2018,3,30,4.1,2,0
FAMILY,1.0,1,Everyone,Entertainment,Final,13000000.0,100,0.0,2017,12,20,4.0,1,0
TOOLS,0.0,39,Teen,Tools,2.2.1,375000.0,10000,0.0,2014,10,17,1.6,2,0
FINANCE,1.0,6,Everyone,Finance,1.1,9900000.0,500,0.0,2016,10,25,2.3,1,0
SOCIAL,1.0,3071,Teen,Social,1.8.19106,63000000.0,10000,0.0,2018,7,13,4.0,3,0
GAME,0.0,1290,Everyone,Word,2.3.0,6400000.0,100000,0.0,2018,7,26,4.1,3,0
FINANCE,0.0,343,Everyone,Finance,2.79,2300000.0,10000,0.0,2017,6,21,2.2,2,0
HEALTH_AND_FITNESS,1.0,141163,Everyone,Health & Fitness,Varies with device,12000000.0,10000000,0.0,2018,6,11,4.0,4,0
SPORTS,0.0,64,Everyone,Sports,2.1,1600000.0,10000,0.0,2017,7,26,4.0,2,0
GAME,1.0,1218055,Everyone,Arcade,1.5.12,45000000.0,100000000,0.0,2018,5,25,4.1,4,0
TOOLS,0.0,67,Everyone,Tools,1.0.8,65000000.0,10000,0.0,2017,6,2,4.0,2,0
GAME,1.0,525517,Everyone,Action;Action & Adventure,1.2.3,48000000.0,10000000,0.0,2017,10,15,2.3,4,0
NEWS_AND_MAGAZINES,0.0,1093,Everyone 10+,News & Magazines,Varies with device,12000000.0,100000,0.0,2018,7,5,4.0,3,0
FAMILY,1.0,12,Everyone,Entertainment,1.0,13000000.0,1000,0.0,2018,1,16,4.0,1,0
FAMILY,1.0,1749,Everyone,Casual,1.0.0,6200000.0,100000,0.0,2017,12,29,2.3,3,0
PHOTOGRAPHY,1.0,512996,Everyone,Photography,4.0.3.5,23000000.0,10000000,0.0,2018,8,2,4.1,4,0
LIBRARIES_AND_DEMO,1.0,30,Everyone,Libraries & Demo,2.3.2,721000.0,5000,0.0,2017,2,5,1.6,2,0
BEAUTY,1.0,8,Everyone,Beauty,1.1,17000000.0,100,0.0,2018,3,20,4.1,1,0
MEDICAL,1.0,513,Everyone,Medical,4.5.2,12000000.0,5000,0.0,2018,7,11,4.4,2,0
DATING,1.0,0,Teen,Dating,1.0,20000000.0,50,1.49,2017,9,1,4.0,1,1
FAMILY,1.0,43,Everyone,Education,1.1,3300000.0,1000,0.0,2018,3,27,4.2,2,0
MEDICAL,0.0,6266,Everyone,Medical,3.5,34000000.0,500000,0.0,2018,5,22,5.1,3,0
GAME,1.0,121533,Everyone,Arcade,1.0.0,63000000.0,10000000,0.0,2016,3,24,2.3,4,0
FAMILY,1.0,108795,Everyone,Educational;Pretend Play,8.25.10.00,49000000.0,10000000,0.0,2018,6,15,4.0,4,0
PERSONALIZATION,1.0,4,Everyone,Personalization,1.4,511000.0,50,0.0,2016,12,31,4.0,1,0
TRAVEL_AND_LOCAL,1.0,10035,Everyone,Travel & Local,Varies with device,12000000.0,1000000,0.0,2018,5,4,4.0,3,0
GAME,1.0,1655,Everyone 10+,Action,1.6.2,91000000.0,100000,0.0,2018,2,28,4.4,3,0
FINANCE,0.0,36,Everyone,Finance,1.0.2,41000000.0,1000,399.99,2018,6,25,4.1,2,1
FOOD_AND_DRINK,0.0,196,Everyone 10+,Food & Drink,1.2,9000000.0,10000,0.0,2017,2,17,2.3,2,0
GAME,1.0,93608,Everyone,Action,Varies with device,12000000.0,10000000,0.0,2018,2,9,4.0,4,0
FAMILY,0.0,20,Teen,Educational,1.1,55000000.0,5000,0.0,2018,2,23,4.0,1,0
FAMILY,1.0,43,Everyone,Education,1.0.3,3700000.0,10000,0.0,2017,12,16,4.1,2,0
FAMILY,0.0,1518,Everyone,Casual,2.0,12000000.0,100000,0.0,2017,10,20,4.1,3,0
SOCIAL,1.0,241,Teen,Social,2.8.4,7500000.0,10000,0.0,2018,4,10,4.0,2,0
TOOLS,1.0,14,Everyone,Tools,1.0,2100000.0,1000,0.0,2015,3,21,2.3,1,0
PRODUCTIVITY,1.0,4,Everyone,Productivity,3.3.8,31000000.0,100,0.0,2018,6,25,4.0,1,0
GAME,1.0,1489,Teen,Action,Varies with device,67000000.0,100000,0.0,2018,5,13,4.1,3,0
WEATHER,1.0,3,Everyone,Weather,v1.0,14000000.0,1000,0.0,2016,3,14,4.3,1,0
TOOLS,0.0,236,Everyone,Tools,1.6,221000.0,50000,0.0,2011,9,20,2.1,2,0
GAME,1.0,2,Everyone,Word,3.1.6z,26000000.0,50,0.0,2018,3,11,4.0,1,0
FAMILY,0.0,31061,Everyone,Health & Fitness;Action & Adventure,4.0.6,83000000.0,1000000,0.0,2018,6,16,4.2,4,0
TOOLS,0.0,5004,Everyone,Tools,8.3.6-e04ac87,2500000.0,1000000,0.0,2018,7,9,4.0,3,0
